NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Brandon Nimmo	+0	LF	L	-	.240	NYM	@	CHC	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.275 11-40, 1 HR, 5 RBI, 2 BB, 8 SO				'+500
Christopher Morel	+0	3B	R	-	.197	CHC	v	NYM	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.171 6-35, 4 HR, 7 RBI, 7 BB, 13 SO				'+320
Cody Bellinger	+0	CF	L	-	.263	CHC	v	NYM	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.364 4-11, 1 HR, 3 RBI, 0 BB, 4 SO				'+500
Dansby Swanson	+0	SS	R	-	.214	CHC	v	NYM	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.143 5-35, 1 HR, 3 RBI, 1 BB, 16 SO				'+500
Francisco Alvarez	+0	C	R	-	.268	NYM	@	CHC	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.353 6-17, 1 HR, 2 RBI, 1 BB, 0 SO				'+500
Francisco Lindor	+0	SS	S	-	.238	NYM	@	CHC	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.257 9-35, 0 HR, 5 RBI, 3 BB, 6 SO				'+300
Harrison Bader	+0	CF	R	-	.264	NYM	@	CHC	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.192 5-26, 0 HR, 2 RBI, 0 BB, 5 SO				'+550
Ian Happ	+0	LF	S	-	.234	CHC	v	NYM	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.139 5-36, 0 HR, 0 RBI, 6 BB, 15 SO				'+550
Jd Martinez	+0	DH	R	-	.276	NYM	@	CHC	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.308 4-13, 0 HR, 0 RBI, 1 BB, 4 SO				'+300
Jose Iglesias	+0	2B	R	-	.370	NYM	@	CHC	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%					'+800
Mark Vientos	+0	3B	R	-	.305	NYM	@	CHC	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.056 1-18, 0 HR, 0 RBI, 0 BB, 6 SO				'+340
Michael Busch	+0	1B	L	-	.266	CHC	v	NYM	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.154 2-13, 0 HR, 0 RBI, 1 BB, 4 SO				'+700
Miguel Amaya	+0	C	R	-	.190	CHC	v	NYM	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.000 0-5, 0 HR, 1 RBI, 2 BB, 1 SO				'+850
Nico Hoerner	+0	2B	R	-	.239	CHC	v	NYM	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.263 10-38, 1 HR, 1 RBI, 7 BB, 8 SO				'+600
Patrick Wisdom	+0	1B	R	-	.200	CHC	v	NYM	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.118 2-17, 0 HR, 0 RBI, 2 BB, 6 SO				'+380
Pete Alonso	+0	1B	R	-	.243	NYM	@	CHC	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.281 9-32, 6 HR, 15 RBI, 6 BB, 6 SO				'+350
Seiya Suzuki	+0	RF	R	-	.267	CHC	v	NYM	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.467 7-15, 2 HR, 3 RBI, 3 BB, 2 SO				'+380
Starling Marte	+0	RF	R	-	.279	NYM	@	CHC	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.150 3-20, 0 HR, 3 RBI, 1 BB, 6 SO				'+600
Andrew Benintendi	+0	LF	L	-	.206	CHW	@	DET	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.264 14-53, 0 HR, 5 RBI, 5 BB, 9 SO				'+750
Andrew Vaughn	+0	1B	R	-	.239	CHW	@	DET	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.200 11-55, 1 HR, 4 RBI, 2 BB, 9 SO				'+500
Carson Kelly	+0	C	R	-	.236	DET	v	CHW	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.385 5-13, 0 HR, 4 RBI, 0 BB, 1 SO				'+700
Colt Keith	+0	2B	L	-	.229	DET	v	CHW	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.091 1-11, 0 HR, 0 RBI, 2 BB, 2 SO				'+550
Gavin Sheets	+0	RF	L	-	.224	CHW	@	DET	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.143 3-21, 1 HR, 4 RBI, 2 BB, 5 SO				'+700
Gio Urshela	+0	3B	R	-	.284	DET	v	CHW	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.214 3-14, 0 HR, 1 RBI, 3 BB, 4 SO				'+600
Justyn Henry Malloy	+0	LF	R	-	.154	DET	v	CHW	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%					'+600
Korey Lee	+0	C	R	-	.244	CHW	@	DET	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.083 1-12, 1 HR, 1 RBI, 0 BB, 4 SO				'+800
Lenyn Sosa	+0	3B	R	-	.232	CHW	@	DET	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.214 3-14, 0 HR, 0 RBI, 0 BB, 4 SO				'+700
Luis Robert	+0	CF	R	-	.198	CHW	@	DET	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.204 10-49, 2 HR, 8 RBI, 3 BB, 22 SO				'+400
Mark Canha	+0	LF	R	-	.246	DET	v	CHW	-	-	total_bases_milestones	0		0.0	0%	0%	0%	0%	.348 8-23, 1 HR, 5 RBI, 4 BB, 6 SO				'+650
