NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Albert Suarez	+0	SP	R	-	.206	BAL	v	ATL	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%		Fried	L		'+1200
Max Fried	+0	SP	L	-	.201	ATL	@	BAL	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	6.0 IP 7 K, 8 H, 2 BB	Suarez	R		'+850
Kenta Maeda	+0	SP	R	-	.280	DET	v	WSH	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	6.0 IP 6 K, 1 H, 2 BB	Parker	L		'+800
Mitchell Parker	+0	SP	L	-	.226	WSH	@	DET	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%		Maeda	R		'+1200
Jameson Taillon	+0	SP	R	-	.274	CHC	@	TB	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	21.2 IP 17 K, 15 H, 3 BB	Eflin	R		'+750
Zach Eflin	+0	SP	R	-	.267	TB	v	CHC	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	6.0 IP 5 K, 4 H, 1 BB	Taillon	R		'+600
Kutter Crawford	+0	SP	R	-	.229	BOS	v	PHI	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%		Wheeler	R		'+700
Zack Wheeler	+0	SP	R	-	.181	PHI	@	BOS	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	5.1 IP 5 K, 7 H, 0 BB	Crawford	R		'+550
Jesus Luzardo	+0	SP	L	-	.246	MIA	@	NYM	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	19.0 IP 22 K, 6 H, 5 BB	Megill	R		'+1000
Tylor Megill	+0	SP	R	-	.218	NYM	v	MIA	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	11.0 IP 10 K, 9 H, 4 BB	Luzardo	L		'+750
Triston Mckenzie	+0	SP	R	-	.230	CLE	@	CIN	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	9.0 IP 13 K, 8 H, 4 BB	Martinez	R		'+1000
Cal Quantrill	+0	SP	R	-	.245	COL	@	MIN	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	7.0 IP 4 K, 1 H, 3 BB	Varland	R		'+1100
Louie Varland	+0	SP	R	-	.365	MIN	v	COL	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%		Quantrill	R		'+850
Miles Mikolas	+0	SP	R	-	.277	STL	v	PIT	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	10.2 IP 6 K, 17 H, 2 BB	Skenes	R		'+1000
Paul Skenes	+0	SP	R	-	.212	PIT	@	STL	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%		Mikolas	R		'+700
Brady Singer	+0	SP	R	-	.236	KC	v	NYY	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	6.0 IP 9 K, 5 H, 1 BB	Stroman	R		'+1100
Marcus Stroman	+0	SP	R	-	.225	NYY	@	KC	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	30.0 IP 25 K, 23 H, 7 BB	Singer	R		'+1000
Yusei Kikuchi	+0	SP	L	-	.262	TOR	@	MIL	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	5.0 IP 4 K, 3 H, 5 BB	Rodriguez	R		'+550
Bryan Woo	+0	SP	R	-	.139	SEA	v	CHW	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	9.2 IP 12 K, 6 H, 1 BB	Thorpe	R		'+550
Drew Thorpe	+0	SP	R	-	0	CHW	@	SEA	-	-	walks_allowed_milestones	0		0	0%	0%	0%	0%		Woo	R		'+1100
Jp Sears	+0	SP	L	-	.223	OAK	@	SD	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%		Vasquez	R		'+1000
Randy Vasquez	+0	SP	R	-	.317	SD	v	OAK	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%		Sears	L		'+700
Jordan Montgomery	+0	SP	L	-	.323	ARI	v	LAA	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%		Suarez	L		'+1300
Jose Suarez	+0	RP	L	-	.264	LAA	@	ARI	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	4.0 IP 2 K, 2 H, 0 BB	Montgomery	L		'+900
Jordan Hicks	+0	SP	R	-	.228	SF	v	HOU	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	1.0 IP 1 K, 0 H, 0 BB	Blanco	R		'+800
Ronel Blanco	+0	SP	R	-	.181	HOU	@	SF	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	1.0 IP 0 K, 1 H, 2 BB	Hicks	R		'+900
James Paxton	+0	SP	L	-	.254	LAD	v	TEX	-	-	walks_allowed_milestones	0		0.0	0%	0%	0%	0%	71.1 IP 83 K, 82 H, 26 BB	Dunning	R		'+850
